Time	pre	pre	tem	tem
19770518/1200	0.5	4.5	1	1.4
19770519/1200	6	13.5	1.8	1.8
19770520/1200	0.3	2.2	0.3	1.4
19770521/1200	0	0.4	-1.6	-1.3
19770522/1200	1.6	3	-0.8	0
19770523/1200	0.2	0.8	0.1	0.2
19770524/1200	0.2	0	-2.6	-1.8
19770525/1200	0.1	0.3	1.2	1.5
19770526/1200	0.1	0	-0.8	0.8
19770527/1200	0.1	0	0.4	0.2
19770528/1200	0	0	0.5	0.8
19770529/1200	0	0	-2.4	-2.3
19770530/1200	0	0.3	-4.3	-3
19770531/1200	0.4	0.9	-3.5	-3.7
19770601/1200	0	0	-5.3	-7.1
19770602/1200	0	0	-4	-5
19770603/1200	0	0	-2	-0.5
19770604/1200	0	0	-0.7	0.2
19770605/1200	0	0	-1.1	-0.2
19770606/1200	0	0	-0.9	-0.2
19770607/1200	0	0	-1	-0.4
19770608/1200	0.3	0.3	1	2.7
19770609/1200	0	0	1.1	2.3
19770610/1200	0	0	0.9	1.4
19770611/1200	0.1	0	-0.1	-0.1
19770612/1200	0.3	0.1	0.5	0.6
19770613/1200	0.1	0	0.6	-0.1
19770614/1200	0	0	0.1	0.2
19770615/1200	0	0	-0.3	1.4
19770616/1200	0	0	2.3	0.8
19770617/1200	0	0	1.7	1.5
19770618/1200	5	2.7	3.1	2.1
19770619/1200	0	1	1.1	1.3
19770620/1200	0	0	1.3	2.4
19770621/1200	0	0	2.3	2.6
19770622/1200	0	0	2.7	3.1
19770623/1200	0	0	5	3.7
19770624/1200	0	0	7.9	5.2
19770625/1200	0	0	4.1	3
19770626/1200	0	0	6.6	1.2
19770627/1200	0	0	6.2	5.3
19770628/1200	0	0	2.6	3.2
19770629/1200	0	3	4.4	4.2
19770630/1200	1.5	3.2	4.3	2.9
19770701/1200	0	0	6.8	5.1
19770702/1200	0	0	7.5	7.7
19770703/1200	0	0	6.9	3.5
19770704/1200	0	0	1.4	1.9
19770705/1200	0	0	0.8	1.6
19770706/1200	0	0	2.8	4.5
19770707/1200	1	2.3	4.7	4.4
19770708/1200	0.4	7.2	2.6	1.9
19770709/1200	2	2	3.2	2.2
19770710/1200	0	0.1	2.4	3.9
19770711/1200	0	0	3.9	3.4
19770712/1200	0.2	0	4.7	4.9
19770713/1200	0	0	5.2	5.6
19770714/1200	0	0	6.9	4.7
19770715/1200	0	0	3.8	2
19770716/1200	3	1.9	4.5	3.2
19770717/1200	0.6	4.9	8.3	4.4
19770718/1200	0	0	7.8	5.6
19770719/1200	0	0	8.5	6.4
19770720/1200	0	0	10.9	8.6
19770721/1200	0	0	9.9	7.2
19770722/1200	3.2	0	5.2	4.9
19770723/1200	2	1.4	3.7	4.6
19770724/1200	1.2	0	5.1	4.6
19770725/1200	0	0	7.3	6.5
19770726/1200	0	0	8.4	4.4
19770727/1200	0	1.3	9.5	5.7
19770728/1200	2	0	8.4	7
19770729/1200	3.6	3	5.4	5.3
19770730/1200	1	0.3	5.8	5.4
19770731/1200	2.5	0.8	6.5	7
19770801/1200	0.2	0.6	6	4.2
19770802/1200	0	0.3	6.1	5.4
19770803/1200	2	0.6	8.1	6.5
19770804/1200	2.8	12.2	8.5	7.8
19770805/1200	0	1.5	9.2	6.7
19770806/1200	0	0	9.1	6.7
19770807/1200	0	0	11.8	9
19770808/1200	1.6	0.8	7.3	6.2
19770809/1200	0	0	6.1	5.9
19770810/1200	0	1.5	6.5	5.8
19770811/1200	1	0	6.7	5.4
19770812/1200	3.4	0	4.5	4
19770813/1200	0	0.3	4	4.7
19770814/1200	0.6	0	3.7	3.9
19770815/1200	0	0	4.4	2.1
19770816/1200	0	0	3.3	0.4
19770817/1200	0	0	2.1	0.9
19770818/1200	0	0	4.1	4.1
19770819/1200	0	0	5.2	3.8
19770820/1200	0	0	5.4	4
19770821/1200	0.8	0	4.7	3.9
19770822/1200	0.8	0	3	2.1
19770823/1200	0	0	3.5	2
19770824/1200	0	0.7	3.2	2.4
19770825/1200	1	0	2.3	0.9
19770826/1200	0	1.1	2.7	1.2
19770827/1200	0	0.2	1.8	2.5
19770828/1200	0	0	1.1	2.4
19770829/1200	0	0	2	3.2
19770830/1200	0	0.1	2.1	2.3
19770831/1200	0	0	2	2.2
19770901/1200	0	0	0.5	2
19770902/1200	1	0	1.3	1.9
19770903/1200	0	0	2.6	2.8
19770904/1200	0	0	2.9	2.3
19770905/1200	0	0	3	3.5
19770906/1200	0	1.1	4.8	4
19770907/1200	0	2.1	1.1	0.5
19770908/1200	0	0	1.2	0.6
19770909/1200	0	0	1.1	1.1
19770910/1200	0	0.2	1.2	0.7
19770911/1200	0	0.2	0.6	0.8
19770912/1200	0	0	0.2	1.1
19770913/1200	0.1	1.5	1.1	1.2
19770914/1200	0	0	4.1	4.5
19770915/1200	0	0	2.3	2.7
19770916/1200	0	0.9	1.8	0.4
19770917/1200	1	0	-4.2	-4.7
19770918/1200	0	12	-7.5	-7.9
19770919/1200	0	0	-2.5	-3.5
19770920/1200	0	0.2	-1.4	-2.5
19770921/1200	0	0	-4	-4
19770922/1200	0	0	-2.9	-4
19770923/1200	0	0	-0.8	0.3
19770924/1200	0.1	12	2.6	2.2
19770925/1200	2.1	3	-0.4	-0.8
19770926/1200	0	0.1	-1.6	-2.2
19770927/1200	0	0	-4.1	-2.9
19770928/1200	0.1	0	1.2	3.3
19770929/1200	0.6	0.8	-0.6	0.3
19770930/1200	0	0	1.7	2
19771001/1200	0	0	-1.3	-0.2
19771002/1200	0.6	1.5	-1.6	-1.9
19771003/1200	0.6	0.7	-3	-1.2
19771004/1200	0	0.7	-0.9	-0.7
19771005/1200	0.2	5	-1.1	-3.3
19771006/1200	0.6	1	-4.3	-6.2
19771007/1200	0	0	-4.7	-3.2
19771008/1200	0	0.3	-7.7	-9
19771009/1200	0	0	-6.8	-3.7
19771010/1200	0.4	1	-3.8	-5.6
19771011/1200	0.6	0	-8.4	-6.3
19771012/1200	0	0	-10.6	-12.1
19771013/1200	0	0	-11.7	-8.3
19771014/1200	0.1	1	-5.8	-2.7
19771015/1200	1.6	3.5	-4.7	-5.4
19771016/1200	0.2	0.2	-7.1	-5
19771017/1200	0	0	-3.4	-3
19771018/1200	0	0	-6.6	-4.9
19771019/1200	0	0	-1.2	-0.7
19771020/1200	0	5	-1.2	-4
19771021/1200	0	0	-5.6	-9
19771022/1200	0	0	-5.6	-7.6
19771023/1200	1.5	0	-4.2	-4.9
19771024/1200	0.1	0	-9.3	-4.8
19771025/1200	0.1	0	-7.7	-5.1
19771026/1200	0	0	-2.2	-2
19771027/1200	0	0	0	0.2
19771028/1200	0	0	0.8	0.9
19771029/1200	0	0	2.3	2.5
19771030/1200	0	0	1	0.2
19771031/1200	0	0	1.9	1.7
19771101/1200	0.5	0	4.4	4.4
19771102/1200	2.8	6.9	2.8	3.3
19771103/1200	1.5	1.4	2.6	1.9
19771104/1200	0.5	5	3	0.4
19771105/1200	0	9.9	0.2	0.5
19771106/1200	0.6	0	-0.8	-0.2
19771107/1200	0	0.6	-4.8	-1.5
19771108/1200	0	0	-4.5	-2.8
19771109/1200	0.1	0.4	-4.3	-4
19771110/1200	0.1	0.8	-6.5	-7.3
19771111/1200	0	0.4	-7	-10
19771112/1200	0	0	-8	-8.7
19771113/1200	0	0	-9.2	-9.2
19771114/1200	0	0	-8	-5.9
19771115/1200	0	0	-9.4	-10.1
19771116/1200	0	0	-10.4	-11.4
19771117/1200	0	0	-10.5	-10.5
19771118/1200	0	0	-10.2	-9.7
19771119/1200	0	0	-7.1	-3.9
19771120/1200	0	0	-10.6	-8.5
19771121/1200	0	0	-12.1	-11.1
19771122/1200	0.4	0	-11.9	-12.2
19771123/1200	0	0	-14.5	-11.6
19771124/1200	0	0	-16.9	-17.7
19771125/1200	0	0	-16.4	-16.3
19771126/1200	0	0	-16.4	-10.7
19771127/1200	0	0	-11.6	-6
19771128/1200	0	0	-1.5	-1.4
19771129/1200	0.3	0	-3.7	-6.4
19771130/1200	0.4	0	-2.7	-2.5
19771201/1200	0.4	0	-7	-7.4
19771202/1200	3.5	0.3	-12.8	-11.8
19771203/1200	0	2.9	-7.3	-8.1
19771204/1200	0.5	0	-4.7	-3.3
19771205/1200	0.6	3.1	2.8	1.6
19771206/1200	2.2	12.1	0.6	0.1
19771207/1200	0.5	2.4	1.6	1.7
19771208/1200	0.4	3.4	0	1
19771209/1200	0	1.4	0.8	0
19771210/1200	1	8.3	-1.4	-2.3
19771211/1200	1.2	5.9	-0.6	0.4
19771212/1200	15.3	19	-3.9	-6.5
19771213/1200	0	0	-7.3	-9.3
19771214/1200	0.9	2.9	-2.4	-1.2
19771215/1200	0	4.5	0.7	0.6
19771216/1200	0	1.2	-3	-3.4
19771217/1200	4.5	2.5	-16.1	-18.9
19771218/1200	4	1	-14.1	-12.1
19771219/1200	0.7	0	-11.6	-7.4
19771220/1200	0	0	-18.7	-18.9
19771221/1200	0	0	-19.1	-20.1
19771222/1200	0	0	-17.7	-16.9
19771223/1200	0	0	-17.3	-14.7
19771224/1200	0	0	-15.5	-11.8
19771225/1200	0	0	-17.3	-15
19771226/1200	0	0	-17.1	-16.9
19771227/1200	0.1	0	-9.6	-5.7
19771228/1200	0.5	3	-11.8	-13.6
19771229/1200	0	0	-21.8	-19.7
19771230/1200	0	0	-20.6	-22.9
19771231/1200	0	0	-23.4	-25.5
19780101/1200	0	0	-23.1	-23.2
19780102/1200	0	0	-21.7	-23.1
19780103/1200	0	0	-21.9	-23.7
19780104/1200	0	0	-25.6	-23.6
19780105/1200	0	0	-25.1	-20.4
19780106/1200	0.3	9.8	-8.6	-9.1
19780107/1200	4.5	3.6	-13.1	-19.4
19780108/1200	0.2	2.9	-13.6	-13.9
19780109/1200	0	1.8	-24.4	-27.5
19780110/1200	0	0	-29.1	-28.1
19780111/1200	0	0	-28.5	-28.2
19780112/1200	0	0	-27.3	-27.5
19780113/1200	0	0	-29	-27
19780114/1200	0	0	-19.1	-15.1
19780115/1200	0	0	-13.4	-10.7
19780116/1200	0.2	0	-16.7	-15.1
19780117/1200	0.2	0	-16.3	-13
19780118/1200	0	0	-19.6	-13.5
19780119/1200	0.3	0	-9.3	-9.9
19780120/1200	1.1	1	-15.8	-18.5
19780121/1200	0.1	0	-20.1	-19.5
19780122/1200	0	0	-21.1	-15.8
19780123/1200	0	0	-22.8	-18.8
19780124/1200	0	0	-22.7	-17.8
19780125/1200	0	0	-27.4	-19.5
19780126/1200	0	0	-24.3	-18.5
19780127/1200	0	0	-25.4	-19.7
19780128/1200	0	0	-22.4	-17
19780129/1200	0	0	-24.1	-19.1
19780130/1200	0.5	0.2	-15.6	-16.8
19780131/1200	0.3	0.5	-15.2	-12
19780201/1200	0.4	2.6	-5.1	-2.7
19780202/1200	0	0	-7.4	-8.5
19780203/1200	0	0	-7.3	-6.5
19780204/1200	0.2	1.5	-6.6	-4.3
19780205/1200	0	0	-9.9	-6.8
19780206/1200	0.1	0.9	-10	-7.9
19780207/1200	0.8	1.8	-11.1	-10.2
19780208/1200	0.7	1.1	-18.4	-18.3
19780209/1200	0	0	-20	-17.4
19780210/1200	0	0	-23.6	-22.1
19780211/1200	0	0.4	-18	-15.1
19780212/1200	0.2	0	-28	-27.3
19780213/1200	0.2	0	-18.2	-17.7
19780214/1200	0	3.1	-22.1	-20.4
19780215/1200	0	0	-28.4	-26.4
19780216/1200	0.2	0	-27.8	-25.1
19780217/1200	0.1	0	-29	-23.6
19780218/1200	0.3	0.5	-24.8	-21.7
19780219/1200	0	0	-26.6	-23.5
19780220/1200	0	0	-26	-24.9
19780221/1200	0.2	0	-22.6	-21
19780222/1200	0	0	-14.3	-15.2
19780223/1200	0	0	-22.1	-21.4
19780224/1200	0	0	-27.8	-23.4
19780225/1200	0.1	0.5	-29.7	-27.3
19780226/1200	0	0	-31.8	-27.9
19780227/1200	0	2.4	-25.4	-22.7
19780228/1200	0	0	-28.2	-26
19780301/1200	0	0	-22	-19.1
19780302/1200	0	0	-9.9	-8.4
19780303/1200	0.8	2.2	-7.9	-9.4
19780304/1200	0.5	3.1	-0.6	-0.4
19780305/1200	0	5.6	-7.4	-11.3
19780306/1200	0	0.8	-20.6	-19.1
19780307/1200	0	0	-20	-17.8
19780308/1200	1.5	0.9	-19.1	-21.6
19780309/1200	0	0	-19.9	-21.2
19780310/1200	0	0	-21.7	-20.8
19780311/1200	0.3	0	-30.7	-26.3
19780312/1200	0	0	-29.7	-24.2
19780313/1200	0	0	-29.9	-24.5
19780314/1200	0	0	-29.4	-21.2
19780315/1200	0	0	-24	-12.7
19780316/1200	0.8	0.8	-23.8	-19.4
19780317/1200	0.1	0	-34.3	-28.3
19780318/1200	0	0	-31.1	-21.5
19780319/1200	0.1	0.4	-11.3	-6.6
19780320/1200	3.2	8	-2.9	-4.6
19780321/1200	6.4	4.7	-6.4	-2.9
19780322/1200	5.5	4.7	-5.3	-0.4
19780323/1200	0.3	3.7	-8.4	-4.2
19780324/1200	0	0.9	-11.9	-10.8
19780325/1200	0	0	-8.9	-12.8
19780326/1200	0	0	-14.3	-14.4
19780327/1200	0	0	-18.5	-16.4
19780328/1200	0.5	0	-19.9	-19.5
19780329/1200	0.3	1.4	-21.7	-21.2
19780330/1200	0	0	-21.8	-21.1
19780331/1200	1	0	-10.5	-12.9
19780401/1200	0.1	0	-12.9	-13.2
19780402/1200	0	0	-16.3	-17.7
19780403/1200	0.1	0	-21.4	-21.8
19780404/1200	0	0	-22.2	-12.8
19780405/1200	0.3	0.9	-9.7	-3.1
19780406/1200	0.2	0	-3.6	-2.8
19780407/1200	0	0.6	-4.7	-3
19780408/1200	0.9	0.4	-1.7	-1.9
19780409/1200	0	0	-2.7	-1.6
19780410/1200	0	0	-9.1	-7.9
19780411/1200	0	0	-12.4	-12.7
19780412/1200	0	0	-12.6	-15.5
19780413/1200	0	0	-11.8	-13.9
19780414/1200	0	0	-11.9	-14.2
19780415/1200	0	0	-14.8	-15
19780416/1200	0	0	-15.2	-10.7
19780417/1200	0	0.9	-4.1	-1.7
19780418/1200	1.3	1	-0.8	-2.1
19780419/1200	0.8	1.3	-5.7	-7.2
19780420/1200	0	0	-6.9	-8.9
19780421/1200	0	0	-10.7	-11.3
19780422/1200	0	0	-11.5	-11.6
19780423/1200	0	0	-11.5	-8.9
19780424/1200	0	0	-10.3	-6.5
19780425/1200	0	3.5	-6.5	-4.4
19780426/1200	0	0	-8	-7.4
19780427/1200	0	0	-7.1	-4.7
19780428/1200	0	0	-8.3	-6.7
19780429/1200	0.1	0	-10.5	-7.1
19780430/1200	1.1	0.2	-9.4	-10
19780501/1200	0.8	0	-14.1	-13.2
19780502/1200	0	0	-17.4	-14.6
19780503/1200	0	0	-15.8	-12.2
19780504/1200	0	0	-15.3	-11.4
19780505/1200	0.6	0.8	-13.5	-11.8
19780506/1200	0.5	0	-13.5	-13.6
19780507/1200	0	0	-12.5	-10.9
19780508/1200	0	0	-9.3	-8.1
19780509/1200	0	0	-5	-1.6
19780510/1200	0.4	2.1	0.3	1.8
19780511/1200	0	0	-2.2	-2.9
19780512/1200	0	0.1	-5.5	-3.3
19780513/1200	0.1	0	-2.3	1.5
19780514/1200	0.1	0	-1.6	2.4
19780515/1200	0	0	-1.6	0.2
19780516/1200	0.1	0	0.4	2
19780517/1200	0	0	-0.3	2.1
19780518/1200	0	0	1.6	2.3
19780519/1200	0	0	1.7	1.9
19780520/1200	0	1.5	2.8	2.7
19780521/1200	0	0	2.8	2.5
19780522/1200	2.9	17.3	4.1	3
19780523/1200	2.7	7.6	1	1.7
19780524/1200	0	0	0.7	0.8
19780525/1200	2.7	0.3	1.1	1.4
19780526/1200	1	0	0.8	0.8
19780527/1200	0	0	-0.3	0.9
19780528/1200	0	0	-0.5	0.5
19780529/1200	0	2.8	-1.4	0.9
19780530/1200	0	0	-0.8	-2.5
19780531/1200	0	0	-1.1	-1.7
19780601/1200	0.1	0	-2.3	-3.4
19780602/1200	0.2	0.7	-1	-0.6
19780603/1200	0	0	-3.6	-1.1
19780604/1200	0.2	0	-2.1	-0.5
19780605/1200	0	0	-2.2	-1.6
19780606/1200	0	0	-0.9	-1.7
19780607/1200	0	0	-2.7	-3.6
19780608/1200	0	0	-2.3	-3
19780609/1200	0	0	-2.5	-1.3
19780610/1200	0	0	-1.1	-0.2
19780611/1200	0	0	-0.4	0.2
19780612/1200	0	0	0.5	0.8
19780613/1200	0	0.5	2	4.1
19780614/1200	0	0	0.9	2
19780615/1200	0.2	0	1	1.5
19780616/1200	0	0	1.2	0.7
19780617/1200	0	0	1.8	1.6
19780618/1200	0	0	2.9	2.5
19780619/1200	0	0	1.5	3.4
19780620/1200	0	0	1.1	2.3
19780621/1200	0	0	1.5	2.2
19780622/1200	0	0	4.2	4.5
19780623/1200	0	0	3.1	4.2
19780624/1200	0	0	5.7	6.7
19780625/1200	0.2	0	8.9	7.3
19780626/1200	0	0	6.8	6.9
19780627/1200	0	0	8.5	6.7
19780628/1200	0	0	8.2	7.6
19780629/1200	0	0	6.9	9.1
19780630/1200	0	0	4.3	3.5
19780701/1200	0	0	8.4	5.9
19780702/1200	0	0	10.9	5.1
19780703/1200	0	0	9.1	7.1
19780704/1200	0	0	7.4	6.6
19780705/1200	0	0	7.4	5.4
19780706/1200	0	0	4.4	3
19780707/1200	0.6	1.2	2.5	1.8
19780708/1200	2	2.2	2.7	1.7
19780709/1200	0	2.1	3.5	2.7
19780710/1200	0	0	3.9	4
19780711/1200	0	0	4.2	3.2
19780712/1200	0	0	5	3.6
19780713/1200	0	0	4.5	1.8
19780714/1200	0.4	0.1	3.6	4
19780715/1200	0	0	4.9	3.8
19780716/1200	0	2.7	5.5	4.9
19780717/1200	0	0	4.8	4.4
19780718/1200	0	0	4.8	4.2
19780719/1200	0	0.1	6.3	4.3
19780720/1200	0	0	7.4	4.9
19780721/1200	0	0	7.2	3.8
19780722/1200	0	0	5.3	4.9
19780723/1200	0	0	4.5	5.5
19780724/1200	0	0	6.1	6.3
19780725/1200	0	0	3.7	4.2
19780726/1200	0	0	6.5	5.6
19780727/1200	0	0	8.1	5
19780728/1200	0	0	8.2	5.1
19780729/1200	0	0	7.6	6.2
19780730/1200	1.8	1	8.1	7.2
19780731/1200	0.6	3.8	6.5	4.9
19780801/1200	0.1	2	4.6	3.9
19780802/1200	0	0	6.9	5.5
19780803/1200	0	0	6.2	6.4
19780804/1200	0	0	5.7	5.9
19780805/1200	0	0	5.1	5.9
19780806/1200	0	0	5.8	5
19780807/1200	0.6	0	6.3	5.1
19780808/1200	0.8	0.6	5.6	6.1
19780809/1200	0	0	5.8	4.9
19780810/1200	1.9	0.3	5.5	3.7
19780811/1200	1.4	0.2	3.5	4.1
19780812/1200	0	0	3.7	4.7
19780813/1200	0	0	4.5	3.8
19780814/1200	0	0	4.6	4.7
19780815/1200	0	0.4	4.9	4.7
19780816/1200	0	0	4.3	4.5
19780817/1200	0	0	3.6	3.8
19780818/1200	0	0	3	3.5
19780819/1200	0	0	2.6	3.3
19780820/1200	0	0	4.9	4.1
19780821/1200	1.5	0.2	5.6	4.2
19780822/1200	5.9	0.1	3.3	3.4
19780823/1200	0	0	5.1	4.8
19780824/1200	0.2	0.2	7	6.4
19780825/1200	1.6	0.5	4.8	3.1
19780826/1200	1	3.5	6.2	3.8
19780827/1200	0	0	4.5	4.7
19780828/1200	0	0	5.8	4.4
19780829/1200	0	0	5.8	5.3
19780830/1200	1.1	0	4.4	4.4
19780831/1200	0	0.3	3.6	4.9
19780901/1200	0	0	3.1	3.7
19780902/1200	0	0	3.3	4.2
19780903/1200	0	0	1.7	2.9
19780904/1200	0	0	4.2	2.9
19780905/1200	10.5	1.5	3.5	4.1
19780906/1200	3.5	2	4	4.1
19780907/1200	0	0	3	2.3
19780908/1200	0	2	0.7	-1.1
19780909/1200	0	0	-1.6	-1.3
19780910/1200	0	0	-0.5	-0.3
19780911/1200	0	1	-0.8	-2
19780912/1200	3.1	4	-3.3	-4.2
19780913/1200	0	2.5	-4.1	-4.2
19780914/1200	0	0	-3.2	-3.3
19780915/1200	0	7.5	-0.9	0.7
19780916/1200	0	5.4	0.1	1.7
19780917/1200	0	4.5	-1.7	0.3
19780918/1200	0	0	-0.6	-1.8
19780919/1200	11.2	5	-4.4	-6.3
19780920/1200	0	0	-7.9	-2.6
19780921/1200	0	0.5	-6.6	-7.3
19780922/1200	0	0	-4.5	-9.2
19780923/1200	0	0	-5.4	-1.2
19780924/1200	0	0	-2.4	0.8
19780925/1200	0.2	1.3	0.4	0.4
19780926/1200	0	1.3	-5.1	-6
19780927/1200	0	0	-3.4	-3.7
19780928/1200	0	0	-7.8	-5.4
19780929/1200	0	0	-9	-6.1
19780930/1200	0.3	0	-5.9	-6.3
19781001/1200	1.2	0	-5	-3.4
19781002/1200	0.1	2.6	-3.5	0.1
19781003/1200	0	0	-2.7	-0.4
19781004/1200	0	0	-6.5	-4.1
19781005/1200	0	0	-7.5	-5.1
19781006/1200	0	0	-5.2	-4.6
19781007/1200	0	0.2	-5.4	-7.2
19781008/1200	0.1	0.2	-9.3	-11.6
19781009/1200	0	0	-10.6	-6.9
19781010/1200	0.1	0.2	-1.2	-1.1
19781011/1200	0	0	0.3	0.8
19781012/1200	0.6	0.9	-6.7	-9.7
19781013/1200	0	0	-12.9	-11.7
19781014/1200	0	0	-5.6	-5.7
19781015/1200	0.4	0.3	-9.6	-11.7
19781016/1200	0	0	-2.5	-2.7
19781017/1200	0.1	7.7	2.2	0.1
19781018/1200	0.2	17	-2.1	-5.3
19781019/1200	9.7	1.5	-2.7	-6.2
19781020/1200	0.6	0	-3.1	-5
19781021/1200	0.2	0	-3.2	-3
19781022/1200	0.5	0	-3.6	-3.2
19781023/1200	0.1	0	-8.3	-4.6
19781024/1200	0	0	-10.9	-7
19781025/1200	0	0	-3.7	-4.3
19781026/1200	0.1	0	-10.7	-10.7
19781027/1200	0.6	0	-8.7	-10.8
19781028/1200	0.3	0	-4.8	-3.6
19781029/1200	0	0	-6.4	-7.8
19781030/1200	0	0	-8.7	-9.5
19781031/1200	0	0.8	-11	-8.2
19781101/1200	0	0	-1.7	-1.3
19781102/1200	0.1	5.8	-0.3	-2.6
19781103/1200	0	1	-2.8	-4
19781104/1200	0	2.1	-6.4	-3.3
19781105/1200	0	5.8	-3.9	-5.8
19781106/1200	0.9	5	-8	-11.6
19781107/1200	0.2	1.4	-11.1	-14.3
19781108/1200	0.3	0	-2.6	-2.6
19781109/1200	3.7	19	-3.6	-4.8
19781110/1200	1	9	-11.1	-12.3
19781111/1200	0	0	-16.2	-17.4
19781112/1200	0	0	-17.7	-15.2
19781113/1200	0	0	-15.1	-12.3
19781114/1200	0.2	0	-4.3	-5
19781115/1200	0	0	-7	-6.8
19781116/1200	3.6	0.3	-5.2	-6.1
19781117/1200	0.5	0	-11.3	-10.8
19781118/1200	0	0	-17.8	-14.1
19781119/1200	0	0	-17	-13.1
19781120/1200	0	0	-17.1	-14.5
19781121/1200	0.4	1.4	-18.2	-16.9
19781122/1200	0.1	0	-17.2	-15.3
19781123/1200	0	0	-15.3	-14.2
19781124/1200	0.1	0	-16.6	-14.9
19781125/1200	0	0	-18.9	-17.7
19781126/1200	0	0	-22.7	-19.7
19781127/1200	0	0.6	-23.7	-20
19781128/1200	0.1	0	-11.9	-9.9
19781129/1200	1	3	-1.6	-1.9
19781130/1200	0.2	7.3	0.6	1.2
19781201/1200	0.4	5	-5.3	-5.6
19781202/1200	1.3	3	-10.2	-6.6
19781203/1200	0.3	0	-1.6	-3.5
19781204/1200	0	0	0.2	0.9
19781205/1200	0.4	0.1	-6.6	-8.5
19781206/1200	0	0	-12.4	-9.6
19781207/1200	0.1	0	-6.6	-3
19781208/1200	0.2	0	-8	-9.1
19781209/1200	0.1	0	-14.4	-9.7
19781210/1200	0	0	-18.2	-10.1
19781211/1200	0	0	-17.5	-9.8
19781212/1200	0	0	-12.6	-5.3
19781213/1200	0.2	0.3	-12	-4.3
19781214/1200	1.7	2.3	-11.1	-5
19781215/1200	1.4	5.6	-9.2	-9
19781216/1200	0.7	2.2	-13.6	-14.9
19781217/1200	1.1	0	-9.9	-11.4
19781218/1200	0	0	-8.6	-6.7
19781219/1200	0	0.1	-11.4	-4.6
19781220/1200	0	0	-4.8	-6.1
19781221/1200	7.6	3.4	-9.8	-14.3
19781222/1200	1.7	0	-13	-11.7
19781223/1200	0.7	0	-3.3	-4.4
19781224/1200	0	0	-3	-3.3
19781225/1200	0	0	-15.1	-15
19781226/1200	0	0	-28.3	-23.8
19781227/1200	0	0	-31.4	-24.3
19781228/1200	0	0	-28.3	-20.5
19781229/1200	0	0	-21.4	-15.2
19781230/1200	0.4	1.3	-20.3	-20
19781231/1200	0	0	-17.5	-15.8
19790101/1200	0	0	-21.4	-21.5
19790102/1200	0	0	-23.4	-21.5
19790103/1200	0	2.1	-20.5	-19.8
19790104/1200	0	0	-26.1	-22.6
19790105/1200	0	0	-14.5	-7.5
19790106/1200	3.6	10.5	-11.6	-14.6
19790107/1200	0	0	-17.2	-13.2
19790108/1200	0.5	0	-11	-12.5
19790109/1200	0	0	-18.7	-16.6
19790110/1200	0	0	-28.3	-25.5
19790111/1200	0	0	-28	-28.8
19790112/1200	1	0	-30.1	-26.5
19790113/1200	0	0.5	-29.3	-26.7
19790114/1200	0.4	0	-24.8	-23.8
19790115/1200	0	1.3	-27.3	-27.8
19790116/1200	0.3	6.6	-14.1	-9.3
19790117/1200	0.3	1.8	-7.7	-2.8
19790118/1200	2.7	0	-6.8	-7.9
19790119/1200	0.4	0	-17.5	-19.1
19790120/1200	0	0.1	-21.8	-22
19790121/1200	0	0	-25.6	-21.3
19790122/1200	0	0	-24.6	-23.3
19790123/1200	0	0	-22.3	-15.3
19790124/1200	0.4	0.1	-21.9	-16.9
19790125/1200	0	0	-23.8	-21.9
19790126/1200	0	0	-15.3	-14.7
19790127/1200	0	0	-15	-16.7
19790128/1200	0	0	-18.1	-21.9
19790129/1200	0	0	-20.8	-20.1
19790130/1200	0	0	-23.6	-21.5
19790131/1200	0	0	-23.7	-22.5
19790201/1200	0	0	-20.2	-21.1
19790202/1200	0	0	-21.7	-18.5
19790203/1200	0	0	-22.6	-18.9
19790204/1200	0	0	-23.3	-21
19790205/1200	0	0	-18.9	-19.9
19790206/1200	0	0	-20.5	-18.2
19790207/1200	0	0	-17.8	-15.6
19790208/1200	0	0	-21.7	-21.5
19790209/1200	0	0	-23	-22.6
19790210/1200	0	0	-19.7	-18.6
19790211/1200	0	0.6	-11.5	-11.1
19790212/1200	0	0	-22.5	-19.7
19790213/1200	0	0	-18.1	-12.2
19790214/1200	1.8	3.1	-19	-17.8
19790215/1200	0.2	0	-18.5	-15.6
19790216/1200	0.3	0.6	-16.7	-13.8
19790217/1200	0.2	1.1	-3.5	-4.5
19790218/1200	2.5	2.7	-9	-14.5
19790219/1200	6.6	3.2	-0.2	-0.6
19790220/1200	11	1.6	-0.4	-0.4
19790221/1200	1.6	6.5	-1.6	-1.2
19790222/1200	6.2	5.5	-17.4	-25.1
19790223/1200	0	0	-33.9	-33.4
19790224/1200	0	0	-39	-38.1
19790225/1200	0	0	-39.6	-35.7
19790226/1200	0	0	-37.8	-33.7
19790227/1200	0	0	-35.9	-31.2
19790228/1200	0	0	-39.3	-33
19790301/1200	0	0	-20.6	-15.9
19790302/1200	0.1	0	-18.4	-12
19790303/1200	3	0	-13.1	-7.8
19790304/1200	4	0	-9.2	-6.6
19790305/1200	2.1	0	-14.8	-9.8
19790306/1200	0	0	-18.1	-14.4
19790307/1200	0	0	-13.1	-11.6
19790308/1200	0	0	-9.5	-7.9
19790309/1200	0	0	-10.2	-7.8
19790310/1200	0	0	-10.6	-12.5
19790311/1200	0	0	-17	-14.4
